Subject,Channel,Band,Correlation,P_Value
3,P4,Alpha,-0.05213706567226476,0.37142213144484293
3,P8,Alpha,0.014051154068316666,0.8097611241796645
3,CP6,Alpha,-0.011027776562456999,0.8501461086412777
3,CP2,Alpha,0.03559517771415273,0.5418586675463805
3,Cz,Alpha,0.06990248968658244,0.23051764773831762
3,C4,Alpha,-0.00918084707547958,0.8750176814990427
3,T8,Alpha,0.06560108828664903,0.260554885975132
3,FC6,Alpha,-0.05783365673753566,0.3213790255960584
3,FC2,Alpha,0.11496772555631736,0.048135803249054886
3,F4,Alpha,0.039693513878985925,0.49631980954607113
3,F8,Alpha,0.02617013503434061,0.6538502900318399
3,Fp2,Alpha,0.05893077813987705,0.3122692386598499
3,AF7,Alpha,0.006532785691133548,0.910886897218153
3,AFz,Alpha,0.09041259124773558,0.12063453224140448
3,F1,Alpha,0.0966409343616618,0.0970100730500845
3,F5,Alpha,0.03988378333569923,0.4942560840479252
3,FT7,Alpha,0.014016417102909167,0.8102224919401726
3,FC3,Alpha,0.06534894282772676,0.2623956027609658
3,C1,Alpha,0.05004430013124234,0.390953578404414
3,C5,Alpha,-0.03645438828958502,0.5321423987482521
3,TP7,Alpha,0.03510902024998207,0.5473950593158681
3,P1,Alpha,0.04785096709510129,0.41207601576591035
3,P5,Alpha,0.07570029348462436,0.19402950955333134
3,PO7,Alpha,-0.003825805600911359,0.9477413656270058
3,PO3,Alpha,0.024868859707468913,0.670023619724523
3,POz,Alpha,-0.10146418619514867,0.0813738155551422
3,PO4,Alpha,-0.11763572788853742,0.04314072700523411
3,PO8,Alpha,0.04970228593688628,0.39420352948253123
3,P6,Alpha,0.041615262508069684,0.47568756953126246
3,P2,Alpha,-0.02402743233438135,0.6805637876289129
3,CPz,Alpha,0.10616219851238949,0.06816525314976798
3,TP8,Alpha,0.0379819688945863,0.5150874906325476
3,C6,Alpha,0.015297174834646569,0.7932564464505446
3,C2,Alpha,0.1026561573232462,0.07784119537252127
3,FC4,Alpha,-0.05017765759622055,0.3896907639695073
3,FT8,Alpha,0.06668398248147546,0.25275068454969807
3,F6,Alpha,-0.018449641841069862,0.7519239634275894
3,AF8,Alpha,0.03824974900368558,0.5121271841514604
3,F2,Alpha,0.09877058124820547,0.08983414324733081
4,Fp1,Theta,0.15885651862900674,0.020069635607854276
